article_id,article_header,coder,ldi,relevant,start_date,end_date,date_precision,site_name,site_location,site_type,initiator,group_at_site,damage_type
03-2022-111,,Comfort Folakemi Oshagbemi,2025-11-13 21:01:16,Yes,,,February,Ivankiv Historical and Local History Museum in Ivankiv,Kyiv,Museum,Russia,,Fire
07-2022-101,UKRAINIAN MUSEUMS EMPTIED OF ARTWORKS,Comfort Folakemi Oshagbemi,2025-11-13 21:06:12,Yes,,,,,Lviv,Museum,Russian troops,,Looting/stealing
08-2022-26,,Comfort Folakemi Oshagbemi,2025-11-13 21:10:58,Yes,,,,"House of Prayer of Evangelical Christians, Museum of History and Archeology of the Mariupol State University,  Monument to fallen ATO soldiers in Mangush village, Ascension Orthodox Church in the village Lukyanivka, Monument to compatriots who died in the ATO/OO zone in Borodyanka village","Kyiv, Donetsk, Mariupol, ",Other,Occupiers,,"Shelling (artillery fire, bullet)"
07-2022-15,U.S. Ambassador Carty Issues Remarks at U.N. Security Council Arria-Formula Meeting on Destruction of Cultural Heritage as a Consequence of Russia's War Against Ukraine,Comfort Folakemi Oshagbemi,2025-11-13 21:12:44,Yes,,,,,,Other,,,"Shelling (artillery fire, bullet)"
07-2023-482,,Comfort Folakemi Oshagbemi,2025-11-13 21:12:54,Yes,07/23/2023,07/23/2023,,"The Archaeological Museum, the Maritime Museum and the Museum of Literature",Odeswsa,Museum,Russian forces,,Airstrike
07-2024-21,Disappearance Of Some Icons And Unauthorised Construction In Pochayiv Lavra: What ICIP Inspection Found,Comfort Folakemi Oshagbemi,2025-11-13 21:14:27,No,,,,,,Museum,,,Airstrike
01-2023-121,,Comfort Folakemi Oshagbemi,2025-11-13 21:15:09,No,,,,,,Museum,,,Airstrike
04-2023-213,,Comfort Folakemi Oshagbemi,2025-11-13 21:16:55,No,,,,,,Museum,,,Airstrike
07-2023-170,No Headline In Original,Comfort Folakemi Oshagbemi,2025-11-13 21:22:18,Yes,,,,Spaso-Preobrazhenskyi Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)","Russia/Ukrainian anti-aircraft missile
",,Airstrike
07-2023-620,U.S.: dozens of journalists have been killed in Russian-Ukraine war,Comfort Folakemi Oshagbemi,2025-11-13 21:23:28,Yes,,,,"""The Orthodox cathedral""",Odessa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,Airstrike
04-2022-120,,Comfort Folakemi Oshagbemi,2025-11-16 23:48:34,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
04-2022-120,,Comfort Folakemi Oshagbemi,2025-11-16 23:50:28,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
04-2022-187,Ukraine reports 200 Russian war crimes against cultural heritage,Comfort Folakemi Oshagbemi,2025-11-16 23:50:42,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
03-2024-1,"Cultural infrastructure facilities in Ukraine, mainly clubs and libraries, damaged or destroyed by war of 1946 -Culture Ministry",Comfort Folakemi Oshagbemi,2025-11-16 23:54:42,Yes,,,,,,Other,,,UNKNOWN
10-2022-171,Zelenski formalizes Odessa's candidacy for Unesco World Heritage status,Comfort Folakemi Oshagbemi,2025-11-16 23:59:02,No,,,,,,Other,,,UNKNOWN
07-2023-25,,Comfort Folakemi Oshagbemi,2025-11-17 00:03:19,No,,,,,,Other,,,UNKNOWN
08-2022-21,Ukraine Seeks UNESCO Cultural Protection For Odessa,Comfort Folakemi Oshagbemi,2025-11-17 00:04:46,No,,,,,,Other,,,UNKNOWN
08-2023-23,,Comfort Folakemi Oshagbemi,2025-11-17 00:05:16,Yes,,,,,,Other,,,UNKNOWN
01-2024-105,,Comfort Folakemi Oshagbemi,2025-11-17 00:22:44,Yes,01/02/2024,01/02/2024,, Shukhevych Museum,Lviv,Museum,Russia,,Fire
03-2022-55,"Ukraine: 'Cultural cleansing': Ukraine's heritage is in danger, UNESCO warns",Comfort Folakemi Oshagbemi,2025-11-17 00:24:56,Yes,,,,,,Museum,,,Fire
10-2024-66,,Comfort Folakemi Oshagbemi,2025-11-17 00:28:35,Yes,,,,,,UNKNOWN,Russia,,UNKNOWN
04-2023-50,,Comfort Folakemi Oshagbemi,2025-11-17 00:35:38,Yes,,,Tuesday, Museum of local history,Kupiansk,Museum,Russia,,Other
06-2023-9,FRANCE'S LOUVRE MUSEUM TO EXHIBIT ARTWORKS EVACUATED FROM UKRAINE,Comfort Folakemi Oshagbemi,2025-11-17 00:36:53,No,,,Tuesday,,,Museum,,,Other
07-2022-45,,Comfort Folakemi Oshagbemi,2025-11-17 00:47:53,No,,,Tuesday,,Kuindzhi Art Museum and the Kuindzhi Center for Contemporary Art and Culture ,Museum,Russia,,Looting/stealing
07-2022-45,,Comfort Folakemi Oshagbemi,2025-11-17 00:48:10,Yes,,,Tuesday,,Kuindzhi Art Museum and the Kuindzhi Center for Contemporary Art and Culture,Museum,Russia,,Looting/stealing
09-2023-201,,Comfort Folakemi Oshagbemi,2025-11-17 00:51:23,Yes,07/23/2023,07/23/2023,overnight,Odesa,nine historic buildings,UNKNOWN,Russia,,UNKNOWN
02-2023-37,UN experts call for end to intentional destruction of religious sites,Comfort Folakemi Oshagbemi,2025-11-17 01:06:48,Yes,,,overnight,,,UNKNOWN,,,UNKNOWN
12-2023-2,Why Ukrainian archives must be protected amid Russia invasion,Comfort Folakemi Oshagbemi,2025-11-17 01:10:27,Yes,,,overnight,,,UNKNOWN,,,UNKNOWN
01-2023-10,Ukraine is racing to 3D scan its monuments in case they’re bombed in the war and need restoration,Comfort Folakemi Oshagbemi,2025-11-17 01:11:39,Yes,,,overnight,The Skovoroda museum,Kharkiv,Museum,Russian forces,,Fire
06-2023-19,Canada: Minister Joly announces additional sanctions to protect Ukrainian culture from destruction by Russia,Comfort Folakemi Oshagbemi,2025-11-17 01:15:05,No,,,overnight,,,Museum,,,Fire
10-2022-210,,Comfort Folakemi Oshagbemi,2025-11-17 01:16:57,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-417,"Russia strikes Odesa cathedral, Putin claims counteroffensive 'failed'",Comfort Folakemi Oshagbemi,2025-11-17 01:35:41,Yes,07/23/2023,07/23/2023,Sunday, Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,Other
07-2023-478,,Comfort Folakemi Oshagbemi,2025-11-17 01:45:43,Yes,,,Sunday,Transfiguration Cathedral in Odes,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,Other
11-2023-59,,Comfort Folakemi Oshagbemi,2025-11-17 01:52:20,Yes,11/06/2023,11/06/2023,, our architectural monument,Kherson,Monument,Russia ,,Other
07-2023-217,,Comfort Folakemi Oshagbemi,2025-11-17 01:54:15,No,,,,,,Other,,,UNKNOWN
12-2024-38,,Comfort Folakemi Oshagbemi,2025-11-17 01:59:54,Yes,12/20/2023,12/20/2023,morning,Saint Nicholas Church,Kyiv,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,Other
11-2024-169,"""Capital Renovation of *** Military Town *** (Restoration with Restoration of the Building after Hitting Ammunition and Adaptation of the Monument of Architecture of Local Significance of the Complex of Buildings in Kremenchutsk...",Comfort Folakemi Oshagbemi,2025-11-21 16:19:42,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
04-2022-120,,Comfort Folakemi Oshagbemi,2025-11-21 16:20:47,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
04-2022-187,Ukraine reports 200 Russian war crimes against cultural heritage,Comfort Folakemi Oshagbemi,2025-11-21 16:21:48,Yes,04/18/2022,,,,,UNKNOWN,Russia,,UNKNOWN
03-2024-1,"Cultural infrastructure facilities in Ukraine, mainly clubs and libraries, damaged or destroyed by war of 1946 -Culture Ministry",Comfort Folakemi Oshagbemi,2025-11-21 16:25:33,Yes,,,,"933 club establishments, 695 libraries, 151 art education institutions, 113 museums and galleries, 38 theaters, cinemas and philharmonic halls, 13 parks, zoos, reserves, three circuses",,Other,,,UNKNOWN
10-2022-171,Zelenski formalizes Odessa's candidacy for Unesco World Heritage status,Comfort Folakemi Oshagbemi,2025-11-21 16:27:05,Yes,,,,Fine Arts and Modern Art museums,Odesa,Museum,,,UNKNOWN
07-2023-25,,Comfort Folakemi Oshagbemi,2025-11-21 16:27:45,No,,,,,,Other,,,UNKNOWN
08-2022-21,Ukraine Seeks UNESCO Cultural Protection For Odessa,Comfort Folakemi Oshagbemi,2025-11-21 16:28:04,No,,,,,,Other,,,UNKNOWN
08-2023-23,,Comfort Folakemi Oshagbemi,2025-11-21 16:28:42,No,,,,,,Other,,,UNKNOWN
01-2024-105,,Comfort Folakemi Oshagbemi,2025-11-21 16:29:18,Yes,01/01/2024,01/01/2024,,Shukhevych Museum,Lviv,Museum,Russia,,Fire
03-2022-55,"Ukraine: 'Cultural cleansing': Ukraine's heritage is in danger, UNESCO warns",Comfort Folakemi Oshagbemi,2025-11-21 16:30:23,Yes,,,,,,Other,Russia,,UNKNOWN
10-2024-66,,Comfort Folakemi Oshagbemi,2025-11-21 16:31:11,Yes,,,," 1,169 cultural heritage sites",,UNKNOWN,Russia,,UNKNOWN
04-2023-50,,Comfort Folakemi Oshagbemi,2025-11-21 16:32:42,Yes,,,Tuesday,Museum of local history,Kupiansk,Museum,Russia,,Other
06-2023-9,FRANCE'S LOUVRE MUSEUM TO EXHIBIT ARTWORKS EVACUATED FROM UKRAINE,Comfort Folakemi Oshagbemi,2025-11-21 16:33:28,No,,,,,,UNKNOWN,,,Other
07-2022-45,,Comfort Folakemi Oshagbemi,2025-11-21 16:35:46,Yes,04/25/2022,04/25/2022,,Kuindzhi Art Museum and the Kuindzhi Center for ,Mariupol,Museum,Russia,,Looting/stealing
09-2023-201,,Comfort Folakemi Oshagbemi,2025-11-21 16:36:16,Yes,07/23/2023,07/23/2023,,Odesa,nine historic buildings,UNKNOWN,Russia,,UNKNOWN
02-2023-37,UN experts call for end to intentional destruction of religious sites,Comfort Folakemi Oshagbemi,2025-11-21 16:36:40,Yes,,,,,,UNKNOWN,,,UNKNOWN
12-2023-2,Why Ukrainian archives must be protected amid Russia invasion,Comfort Folakemi Oshagbemi,2025-11-21 16:40:18,Yes,,,,,,UNKNOWN,Russia,,UNKNOWN
01-2023-10,Ukraine is racing to 3D scan its monuments in case they’re bombed in the war and need restoration,Comfort Folakemi Oshagbemi,2025-11-21 16:40:57,Yes,01/11,01/11,,The Skovoroda museum,Kharkiv,Museum,Russian forces,,Fire
06-2023-19,Canada: Minister Joly announces additional sanctions to protect Ukrainian culture from destruction by Russia,Comfort Folakemi Oshagbemi,2025-11-21 16:42:57,Yes,,,,,,UNKNOWN,Russian forces,,Looting/stealing
10-2022-210,,Comfort Folakemi Oshagbemi,2025-11-21 16:43:43,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-417,"Russia strikes Odesa cathedral, Putin claims counteroffensive 'failed'",Comfort Folakemi Oshagbemi,2025-11-21 16:48:25,No,07/23/2023,07/23/2023,Sunday,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,UNKNOWN
07-2023-478,,Comfort Folakemi Oshagbemi,2025-11-21 16:48:49,Yes,,,Sunday,Transfiguration Cathedral in Odes,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,Other
11-2023-59,,Comfort Folakemi Oshagbemi,2025-11-21 16:49:02,Yes,11/06/2023,11/06/2023,Sunday,our architectural monument,Kherson,Monument,Russia,,Other
07-2023-217,,Comfort Folakemi Oshagbemi,2025-11-21 16:49:22,No,,,,,,Other,,,UNKNOWN
12-2024-38,,Comfort Folakemi Oshagbemi,2025-11-21 16:50:05,Yes,12/20/2023,12/20/2023,Friday,Saint Nicholas Church,Kyiv,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,13 people were injured,Other
07-2023-16,,Comfort Folakemi Oshagbemi,2025-11-21 16:51:22,Yes,07/23/2025,07/23/2025,Sunday night ,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,"illed one person and left 22 people injured, including 4 children",Other
10-2022-260,,Comfort Folakemi Oshagbemi,2025-11-21 16:51:36,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Other
10-2022-25,UN monitors cultural destruction in Ukraine with satellites,Comfort Folakemi Oshagbemi,2025-11-21 16:52:38,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Other
09-2023-94,At least two injured after Russian drone attack on the Ukrainian city of Lviv,Comfort Folakemi Oshagbemi,2025-11-21 16:54:52,Yes,,,,,,Other,Russia,,UNKNOWN
03-2022-47,Ukrainians in race to save cultural heritage,Comfort Folakemi Oshagbemi,2025-11-21 16:57:55,Yes,,,, museum in the city of Ivankiv,Ivankiv,Museum,Russia,,Other
06-2024-9,"More than 400 heritage properties damaged in Ukraine, says Unesco",Comfort Folakemi Oshagbemi,2025-11-21 16:59:18,Yes,,,," 191 historical and artistic buildings, 137 other religious buildings, 31 museums, 25 monuments, 15 libraries",,Other,,,UNKNOWN
08-2023-24,"World: Ukraine war: Crimea naval base attack, Kyiv 'dominates' frontline, Russia hits Kherson church",Comfort Folakemi Oshagbemi,2025-11-21 17:02:32,Yes,,,Thursday,landmark church,Kherson,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,"Shelling (artillery fire, bullet)"
07-2023-116,Russian Strikes Damage Orthodox Cathedral - Odesa,Comfort Folakemi Oshagbemi,2025-11-21 17:15:01,Yes,07/23/2023,,Sunday,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia ,"one person and left 22 people injured, including four children",Other
07-2024-23,,Comfort Folakemi Oshagbemi,2025-11-21 17:15:24,No,,,Sunday,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Other
07-2022-6,,Comfort Folakemi Oshagbemi,2025-11-21 17:16:21,Yes,,,,,,UNKNOWN,Russia,,UNKNOWN
10-2024-31,International support: G7 ambassadors discuss key initiatives for preserving cultural heritage and countering disinformation with Minister of Culture and Strategic Communications,Comfort Folakemi Oshagbemi,2025-11-21 17:17:48,Yes,,,,"More than 1,600 cultural heritage sites ",,UNKNOWN,Russia,,UNKNOWN
12-2023-158,,Comfort Folakemi Oshagbemi,2025-11-21 17:18:22,No,,,,,,UNKNOWN,,,UNKNOWN
04-2022-29,,Comfort Folakemi Oshagbemi,2025-11-21 17:20:37,Yes,,,," Drama Theater, St. Catherine's Church,","Mariupol, Chernihiv",Other,Russia,,"Explosion (bomb, explosive detonation)"
02-2023-41,Ukrainian Foreign Ministry calls on partners to double down on support for Ukraine,Comfort Folakemi Oshagbemi,2025-11-21 17:21:10,No,,,,,,Other,,,"Explosion (bomb, explosive detonation)"
08-2023-141,,Comfort Folakemi Oshagbemi,2025-11-21 17:22:31,Yes,,,,Transfiguration Cathedral,Odessa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
06-2023-209,Ukraine: Cultural heritage sites damaged after dam burst,Comfort Folakemi Oshagbemi,2025-11-21 17:22:43,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
12-2022-63,Japan plans visit by G7 leaders to historic atomic bomb sites,Comfort Folakemi Oshagbemi,2025-11-21 17:22:57,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
08-2023-2,,Comfort Folakemi Oshagbemi,2025-11-21 17:26:37,Yes,,,,"769 art clubs, 610 libraries, 93 museums and galleries, 30 theaters and philharmonic halls, as well as 122 art education facilities"," Donetsk (87%), Sumy (51%), Luhansk, and Mykolaiv regions (42% each)",Other,Russia,,UNKNOWN
11-2022-17,,Comfort Folakemi Oshagbemi,2025-11-21 17:28:56,No,,,,,,Other,,,UNKNOWN
11-2023-77,Russia s campaign against Ukrainian identity and culture continues: UK Statement to the OSCE,Comfort Folakemi Oshagbemi,2025-11-21 17:29:31,No,,,,,,Other,,,UNKNOWN
07-2023-523,,Comfort Folakemi Oshagbemi,2025-11-21 17:30:30,No,,,,,,Other,,,UNKNOWN
07-2023-751,Russia Strikes Port City Of Odesa - Ukraine,Comfort Folakemi Oshagbemi,2025-11-21 17:32:04,Yes,07/23/2023,07/23/2023,Sunday night,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian troops," killed one person and left 22 people injured, including four children",Other
09-2023-152,,Comfort Folakemi Oshagbemi,2025-11-21 17:33:28,Yes,,,,Orthodox cathedral in Odesa city center ,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Other
07-2023-95,,Comfort Folakemi Oshagbemi,2025-11-21 17:33:35,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Other
07-2023-745,Russia Strikes Port City Of Odesa - Ukraine,Comfort Folakemi Oshagbemi,2025-11-21 17:35:37,Yes,07/23/2023,07/23/2023,,"Transfiguration Cathedral, 25 monuments, ","killed one person and left 22 people injured, including four children","Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,Odesa,"Shelling (artillery fire, bullet)"
10-2023-127,'Snapshots of a war': UN shows consequences of Russia's aggression against Ukraine,Comfort Folakemi Oshagbemi,2025-11-21 17:37:04,Yes,,,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,,"Shelling (artillery fire, bullet)"
08-2022-162,,Comfort Folakemi Oshagbemi,2025-11-21 17:39:55,Yes,,,,135 cultural heritage sites," Donetsk, Kyiv, Sumy and Chernihiv ",Other,Russia,,UNKNOWN
03-2022-768,Walk between the raindrops,Comfort Folakemi Oshagbemi,2025-11-21 17:41:19,Yes,,,,Babi Yar Holocaust memorial site,Kyiv,"Place of burial (shrine, mausoleum, tomb, grave)",Russia,,Airstrike
07-2023-224,July 23 Russian missile attack on Odesa,Comfort Folakemi Oshagbemi,2025-11-21 17:42:31,Yes,07/23/2023,07/23/2023,Sunday night," Transfiguration Cathedral, 25 architectural monuments, ",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia,"killed one person and left 22 people injured, including four children",Other
07-2023-3,,Comfort Folakemi Oshagbemi,2025-11-21 17:43:50,Yes,07/23/2023,07/23/2023,Sunday night,"25 architectural monuments, Transfiguration Cathedral",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russia ,"killed one person and left 22 people injured, including four children",Other
08-2023-19,,Comfort Folakemi Oshagbemi,2025-11-21 17:44:44,No,,,Sunday night,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Other
12-2022-38,Ukraine museum in 'shock' after Russian looting spree,Comfort Folakemi Oshagbemi,2025-11-21 17:46:20,Yes,,,October , Kherson Regional Museum,Kherson,Museum,Russia ,,Looting/stealing
04-2023-1,"1 killed, 10 injured in Ukraine museum attack",Comfort Folakemi Oshagbemi,2025-11-21 17:48:11,Yes,,,Tuesday,museum in the center of the eastern city of Kupiansk,Kupiansk,Museum,Russia,11 civilians,"Explosion (bomb, explosive detonation)"
05-2022-146,,Comfort Folakemi Oshagbemi,2025-11-21 17:50:16,Yes,,,Tuesday,Hryhoriy Skovoroda museum ,near Kharkiv,Museum,Russia,Staff member ,"Shelling (artillery fire, bullet)"
08-2022-80,,Comfort Folakemi Oshagbemi,2025-11-21 17:51:33,No,,,Tuesday,,,Museum,,,"Shelling (artillery fire, bullet)"
11-2022-138,Podolyak: Russia totally robbing centers of Ukrainian culture,Comfort Folakemi Oshagbemi,2025-11-21 17:52:34,Yes,,,,Kherson museums,Kherson,Museum,Russia,,Looting/stealing
06-2023-212,Louvre museum exhibits icons from Ukraine,Comfort Folakemi Oshagbemi,2025-11-21 17:54:23,Yes,,,Earlier this month,Khanenko Museum,Khanenko,Museum,Russia,,"Explosion (bomb, explosive detonation)"
10-2022-142,Click - 00:30 AM GMT,Comfort Folakemi Oshagbemi,2025-11-21 17:54:33,No,,,Earlier this month,,,Museum,,,"Explosion (bomb, explosive detonation)"
09-2024-39,,Comfort Folakemi Oshagbemi,2025-11-21 18:00:00,Yes,,,Spring Tuesday,Kupiansk museum ,Kupiansk,Museum,Russia ,"Museum employees: Iryna Anatoliivna Osadcha,  Olena Vodopianova ",Rocket fire
